year,section_label,sentence
2016,RTM,"in QQ1kltxlt1MQQ , energy prices for the top QQ100ltxlt1kQQ hours were significantly higher"
2016,RTM,these higher prices were due to high loads leading to more shortage conditions
2016,RTM,"although the peak load in QQ1kltxlt1MQQ was exceeded in QQyearlag1QQ and QQyearQQ , generation additions during the intervening years have meant that shortage conditions continue to be rare"
2016,RTM,"figure QQmonthdayQQ : ercot price duration curve – top QQmonthdayQQ % of hours $ 5,000 QQ1kltxlt1MQQ $ 4,500 QQ1kltxlt1MQQ QQ1kltxlt1MQQ $ 4,000 QQyearlag2QQ $ 3,500 QQyearlag1QQ QQyearQQ $ per mwh $ 3,000 $ 2,500 $ 2,000 $ 1,500 $ 1,000 $ QQ100ltxlt1kQQ $ QQxlt1QQ QQxlt1QQ QQmonthdayQQ QQltxlt100QQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ hours to better observe the effect of the highest - priced hours on the average real - time energy price , the following analysis focuses on the frequency of price spikes in the real - time energy market"
2016,RTM,"for this analysis , price spikes are defined as intervals when the load - weighted average energy price in ercot is greater than QQmonthdayQQ mmbtu per mwh multiplied by the prevailing natural gas price"
2016,RTM,prices at this level typically exceed the marginal costs of virtually all on - line generators in ercot
2016,RTM,QQyearQQ state of the market report | QQmonthdayQQ / table QQmonthdayQQ : number and impacts of price spikes on average real - time energy prices spikes per magnitude price year month ( per mwh ) impact QQ1kltxlt1MQQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQltxlt100QQ % QQ1kltxlt1MQQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQmonthdayQQ % QQ1kltxlt1MQQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQmonthdayQQ % QQyearlag2QQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQmonthdayQQ % QQyearlag1QQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQmonthdayQQ % QQyearQQ QQ100ltxlt1kQQ $ QQmonthdayQQ QQmonthdayQQ % the overall impact of price spikes in QQyearQQ was $ QQmonthdayQQ per mwh
2016,RTM,this result is generally consistent with the pricing impact of price spikes in past years
2016,RTM,"of this price spike impact , $ QQxlt1QQ per mwh was due to the effects of the operating reserve adder"
2016,RTM,"to depict how real - time energy prices vary by hour in each zone , figure QQmonthdayQQ shows the top and bottom QQmonthdayQQ percent of the hourly average price duration curve in QQyearQQ for the four zones"
2016,RTM,figure QQmonthdayQQ : zonal price duration curves $ QQ100ltxlt1kQQ frequency of prices < $ QQxlt1QQ $ QQxlt1QQ - $ QQltxlt100QQ $ QQltxlt100QQ - $ QQ100ltxlt1kQQ $ QQ100ltxlt1kQQ - $ QQ100ltxlt1kQQ > $ QQ100ltxlt1kQQ houston QQ100ltxlt1kQQ QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ north QQ100ltxlt1kQQ QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQmonthdayQQ $ QQ100ltxlt1kQQ south QQ100ltxlt1kQQ QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQltxlt100QQ west QQ100ltxlt1kQQ QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQmonthdayQQ $ QQ100ltxlt1kQQ $ per mwh $ QQltxlt100QQ houston north $ QQxlt1QQ south west ( $ QQltxlt100QQ ) hours QQmonthdayQQ | QQyearQQ state of the market report / negative prices occurred more frequently in QQyearQQ for all zones and the west zone continued to experience more negative prices in QQyearQQ than the other zones
2016,RTM,between QQ1kltxlt1MQQ and QQyearlag1QQ there had been a general trend toward fewer negative price intervals in the west zone as transmission additions reduced the frequency of negative west zone prices caused by transmission congestion during times of high wind output
2016,RTM,"this trend reversed in QQyearQQ with QQ100ltxlt1kQQ hours of negative prices in the west zone , compared to QQ100ltxlt1kQQ hours in QQyearlag1QQ"
2016,RTM,negative prices in the other zones also occurred more frequently in QQyearQQ
2016,RTM,"the higher frequency of prices greater than $ QQltxlt100QQ per mwh in the houston and south zones is explained by north to houston congestion , which had higher impacts than in QQyearlag1QQ"
2016,RTM,more details about the transmission constraints influencing zonal energy prices are provided in section iii : transmission congestion and congestion revenue rights
2016,RTM,b
2016,RTM,"real - time prices adjusted for fuel price changes although real - time electricity prices are driven to a large extent by changes in fuel prices , natural gas prices in particular , they are also influenced by other factors"
2016,RTM,"to summarize the changes in energy price that were related to these other factors , an “ implied heat rate ” is calculated by dividing the real - time energy price by the natural gas price"
2016,RTM,"figure QQmonthdayQQ and figure QQmonthdayQQ show the load - weighted , hourly average real - time energy price adjusted to remove the effect of natural gas price fluctuations"
2016,RTM,the first chart shows a duration curve where the real - time energy price is replaced by the marginal heat rate that would be implied if natural gas was always on the margin
2016,RTM,"figure QQmonthdayQQ : implied heat rate duration curve – all hours QQmonthdayQQ frequency of high heat rate hours > QQmonthdayQQ > QQmonthdayQQ > QQmonthdayQQ > QQmonthdayQQ ( mmbtu per mwh ) QQmonthdayQQ QQ1kltxlt1MQQ 3,035 1,452 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ1kltxlt1MQQ 4,231 2,245 QQ100ltxlt1kQQ QQ100ltxlt1kQQ implied heat rate ( mmbtu per mwh ) QQ1kltxlt1MQQ 2,868 1,453 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQmonthdayQQ QQyearlag2QQ 3,154 1,457 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQyearlag1QQ 4,498 1,881 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQyearQQ 3,883 1,707 QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQmonthdayQQ QQmonthdayQQ QQ1kltxlt1MQQ QQmonthdayQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQyearlag2QQ QQxlt1QQ QQyearlag1QQ QQyearQQ ( QQmonthdayQQ ) QQxlt1QQ 1,000 2,000 3,000 4,000 5,000 6,000 7,000 8,000 hours QQyearQQ state of the market report | QQmonthdayQQ / implied heat rates in QQyearQQ were similar to those in QQyearlag1QQ"
2016,RTM,this can be explained by the very low natural gas prices experienced in QQyearlag1QQ and QQyearQQ
2016,RTM,figure QQmonthdayQQ shows the implied marginal heat rates for the top two percent of hours for years QQ1kltxlt1MQQ through QQyearQQ
2016,RTM,"the implied heat rate duration curve for the top QQmonthdayQQ percent of hours in QQyearQQ , closely resembles that for QQyearlag1QQ"
2016,RTM,"among all years presented , QQ1kltxlt1MQQ remains an outlier"
2016,RTM,"figure QQmonthdayQQ : implied heat rate duration curve – top QQmonthdayQQ percent of hours 1,200 QQ1kltxlt1MQQ QQ1kltxlt1MQQ 1,000 QQ1kltxlt1MQQ QQyearlag2QQ implied heat rate ( mmbtu per mwh ) QQyearlag1QQ QQ1kltxlt1MQQ QQyearQQ QQ1kltxlt1MQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQxlt1QQ QQxlt1QQ QQltxlt100QQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ QQ100ltxlt1kQQ hours to further illustrate these differences , the next figure shows the implied marginal heat rates on a monthly basis in each of the ercot zones for QQyearlag1QQ and QQyearQQ"
2016,RTM,this figure is the fuel price - adjusted version of figure QQmonthdayQQ in the prior subsection
2016,RTM,implied heat rates in QQyearQQ were very similar to those in QQyearlag1QQ
2016,RTM,this is expected given continued low natural gas prices and modest impacts from shortage conditions
2016,RTM,QQmonthdayQQ | QQyearQQ state of the market report / figure QQmonthdayQQ : monthly average implied heat rates QQmonthdayQQ QQyearQQ implied marginal heat rate ( mmbtu per mwh ) QQyearlag1QQ QQmonthdayQQ QQmonthdayQQ QQxlt1QQ houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west houston north south west QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ QQmonthQQ table QQmonthdayQQ displays the annual average implied heat rates by zone for QQ1kltxlt1MQQ through QQyearQQ
2016,RTM,"adjusting for natural gas price influence , table QQmonthdayQQ shows that the annual , system - wide average implied heat rate decreased in QQyearQQ compared to QQyearlag1QQ"
2016,RTM,"zonal variations in the implied heat rate were greater in QQyearQQ , due to the increased influence of transmission congestion"
2016,RTM,table QQmonthdayQQ : average implied heat rates by zone QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQ1kltxlt1MQQ QQyearlag2QQ QQyearlag1QQ QQyearQQ ercot QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ houston QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ north QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ south QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ west QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ natural gas $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ $ QQmonthdayQQ the examination of implied heat rates from the real - time energy market concludes by evaluating them at various load levels
2016,RTM,figure QQmonthdayQQ below provides the average implied heat rate at various system load levels from QQyearlag2QQ through QQyearQQ
2016,RTM,"QQyearQQ state of the market report | QQmonthdayQQ / figure QQmonthdayQQ : implied heat rate and load relationship QQltxlt100QQ QQyearlag2QQ QQyearlag1QQ QQyearQQ QQltxlt100QQ QQltxlt100QQ implied heat rate ( mmbtu per mwh ) QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQmonthdayQQ QQxlt1QQ < QQmonthdayQQ QQmonthdayQQ ‐ QQmonthdayQQ QQmonthdayQQ ‐ QQltxlt100QQ QQltxlt100QQ ‐ QQltxlt100QQ QQltxlt100QQ ‐ QQltxlt100QQ QQltxlt100QQ ‐ QQltxlt100QQ QQltxlt100QQ ‐ QQ100ltxlt1kQQ QQ100ltxlt1kQQ ‐ QQ100ltxlt1kQQ QQ100ltxlt1kQQ ‐ QQ100ltxlt1kQQ > QQ100ltxlt1kQQ load level ( gw ) in a well - performing market , a clear positive relationship between these two variables is expected since resources with higher marginal costs are dispatched to serve higher loads"
2016,RTM,this relationship continues to exist in QQyearQQ
2016,RTM,c
2016,RTM,aggregated offer curves the next analysis compares the quantity and price of generation offered in QQyearQQ to that offered in QQyearlag1QQ
2016,RTM,"by averaging the amount of capacity offered at selected price levels , an aggregated offer stack can be assembled"
2016,RTM,figure QQmonthdayQQ provides the aggregated generator offer stacks for the entire year
2016,RTM,"compared to QQyearlag1QQ , more capacity was offered at lower prices in QQyearQQ"
2016,RTM,"specifically , continuing a trend from QQ1kltxlt1MQQ , there was approximately QQ100ltxlt1kQQ mw of additional capacity offered at prices less than zero"
2016,RTM,"the greater capacity at prices less than zero was offered from wind generators ( 1,400 mw ) and non - wind units ( QQ100ltxlt1kQQ mw ) with an off - setting decrease ( 1,200 mw ) in capacity from below generators ’ low operating limits"
2016,RTM,"there was an increase of approximately 1,250 mw of additional capacity offered in QQyearQQ at prices between zero and ten multiplied by the daily natural gas price"
2016,RTM,"the amount of capacity offered at prices between ten multiplied by the daily natural gas price and $ QQ100ltxlt1kQQ per mwh decreased by 1,000 mw from QQyearlag1QQ to QQyearQQ"
2016,RTM,"with a small , net increase ( QQ100ltxlt1kQQ mw ) to the quantities of generation offered at prices QQmonthdayQQ | QQyearQQ state of the market report / above $ QQ100ltxlt1kQQ per mwh , the resulting average aggregated generation offer stack was roughly 2,000 mw greater in QQyearQQ than in QQyearlag1QQ"
